driverStandingsId,raceId,driverId,points,position,positionText,wins,is_classified
51035,699,362,0,10,10,0,True
51034,699,406,0,9,9,0,True
51033,699,356,0,8,8,0,True
51032,699,346,0,7,7,0,True
51031,699,328,1,6,6,0,True
51030,699,360,2,5,5,0,True
51029,699,374,3,4,4,0,True
51028,699,289,4,3,3,0,True
51027,699,341,6,2,2,0,True
51026,699,373,9,1,1,1,True
51092,700,386,0,22,22,0,True
51091,700,305,0,21,21,0,True
51090,700,405,0,20,20,0,True
51089,700,370,0,19,19,0,True
51088,700,304,0,11,11,0,True
51087,700,417,0,36,36,0,True
51086,700,416,0,35,35,0,True
51085,700,415,0,34,34,0,True
51084,700,293,0,33,33,0,True
51083,700,334,0,32,32,0,True
51082,700,414,0,31,31,0,True
51081,700,413,0,30,30,0,True
51080,700,412,0,29,29,0,True
51079,700,411,0,28,28,0,True
51078,700,410,0,27,27,0,True
51077,700,409,0,26,26,0,True
51076,700,364,0,25,25,0,True
51075,700,340,0,24,24,0,True
51074,700,358,0,23,23,0,True
51073,700,347,0,9,9,0,True
51072,700,383,0,13,13,0,True
51071,700,385,6,4,4,0,True
51070,700,407,0,18,18,0,True
51069,700,368,0,17,17,0,True
51068,700,380,0,16,16,0,True
51067,700,408,0,15,15,0,True
51066,700,362,0,14,14,0,True
51065,700,406,0,12,12,0,True
51064,700,356,0,10,10,0,True
51063,700,346,1,8,8,0,True
51062,700,328,5,5,5,0,True
51061,700,360,4,6,6,0,True
51060,700,374,3,7,7,0,True
51059,700,289,13,1,1,1,True
51058,700,341,9,3,3,0,True
51057,700,373,9,2,2,1,True
51131,701,418,0,26,26,0,True
51130,701,404,0,21,21,0,True
51129,701,376,0,20,20,0,True
51128,701,386,1,10,10,0,True
51127,701,305,0,27,27,0,True
51126,701,405,0,25,25,0,True
51125,701,370,0,23,23,0,True
51124,701,304,0,12,12,0,True
51123,701,417,0,39,39,0,True
51122,701,416,0,38,38,0,True
51121,701,415,0,37,37,0,True
51120,701,293,0,36,36,0,True
51119,701,334,0,35,35,0,True
51118,701,414,0,34,34,0,True
51117,701,413,0,33,33,0,True
51116,701,412,0,32,32,0,True
51115,701,411,0,31,31,0,True
51114,701,410,0,30,30,0,True
51113,701,409,0,29,29,0,True
51112,701,364,0,15,15,0,True
51111,701,340,0,28,28,0,True
51110,701,358,0,17,17,0,True
51109,701,347,0,11,11,0,True
51108,701,383,0,14,14,0,True
51107,701,385,6,6,6,0,True
51106,701,407,0,24,24,0,True
51105,701,368,0,22,22,0,True
51104,701,380,0,19,19,0,True
51103,701,408,0,18,18,0,True
51102,701,362,0,16,16,0,True
51101,701,406,0,13,13,0,True
51100,701,356,3,8,8,0,True
51099,701,346,1,9,9,0,True
51098,701,328,11,3,3,0,True
51097,701,360,8,5,5,0,True
51096,701,374,3,7,7,0,True
51095,701,289,15,2,2,1,True
51094,701,341,9,4,4,0,True
51093,701,373,18,1,1,2,True
51171,702,278,0,25,25,0,True
51170,702,418,0,27,27,0,True
51169,702,404,0,21,21,0,True
51168,702,376,0,20,20,0,True
51167,702,386,1,11,11,0,True
51166,702,305,0,28,28,0,True
51165,702,405,0,26,26,0,True
51164,702,370,0,23,23,0,True
51163,702,304,3,9,9,0,True
51162,702,417,0,40,40,0,True
51161,702,416,0,39,39,0,True
51160,702,415,0,38,38,0,True
51159,702,293,0,37,37,0,True
51158,702,334,0,36,36,0,True
51157,702,414,0,35,35,0,True
51156,702,413,0,34,34,0,True
51155,702,412,0,33,33,0,True
51154,702,411,0,32,32,0,True
51153,702,410,0,31,31,0,True
51152,702,409,0,30,30,0,True
51151,702,364,0,15,15,0,True
51150,702,340,0,29,29,0,True
51149,702,358,0,17,17,0,True
51148,702,347,0,12,12,0,True
51147,702,383,0,13,13,0,True
51146,702,385,6,6,6,0,True
51145,702,407,0,24,24,0,True
51144,702,368,0,22,22,0,True
51143,702,380,0,19,19,0,True
51142,702,408,0,18,18,0,True
51141,702,362,0,16,16,0,True
51140,702,406,0,14,14,0,True
51139,702,356,3,8,8,0,True
51138,702,346,2,10,10,0,True
51137,702,328,17,3,3,0,True
51136,702,360,8,5,5,0,True
51135,702,374,3,7,7,0,True
51134,702,289,17,2,2,1,True
51133,702,341,13,4,4,0,True
51132,702,373,27,1,1,3,True
51215,703,422,0,35,35,0,True
51214,703,421,0,34,34,0,True
51213,703,419,0,30,30,0,True
51212,703,420,0,20,20,0,True
51211,703,278,0,27,27,0,True
51210,703,418,0,21,21,0,True
51209,703,404,0,24,24,0,True
51208,703,376,0,22,22,0,True
51207,703,386,1,12,12,0,True
51206,703,305,0,29,29,0,True
51205,703,405,0,28,28,0,True
51204,703,370,0,23,23,0,True
51203,703,304,3,9,9,0,True
51202,703,417,0,44,44,0,True
51201,703,416,0,43,43,0,True
51200,703,415,0,42,42,0,True
51199,703,293,0,41,41,0,True
51198,703,334,0,40,40,0,True
51197,703,414,0,39,39,0,True
51196,703,413,0,38,38,0,True
51195,703,412,0,37,37,0,True
51194,703,411,0,36,36,0,True
51193,703,410,0,33,33,0,True
51192,703,409,0,32,32,0,True
51191,703,364,1,11,11,0,True
51190,703,340,0,31,31,0,True
51189,703,358,0,18,18,0,True
51188,703,347,0,13,13,0,True
51187,703,383,0,15,15,0,True
51186,703,385,6,6,6,0,True
51185,703,407,0,26,26,0,True
51184,703,368,0,25,25,0,True
51183,703,380,0,14,14,0,True
51182,703,408,0,19,19,0,True
51181,703,362,0,17,17,0,True
51180,703,406,0,16,16,0,True
51179,703,356,3,8,8,0,True
51178,703,346,2,10,10,0,True
51177,703,328,19,3,3,0,True
51176,703,360,8,5,5,0,True
51175,703,374,6,7,7,0,True
51174,703,289,23,2,2,1,True
51173,703,341,17,4,4,0,True
51172,703,373,36,1,1,4,True
51259,704,422,0,35,35,0,True
51258,704,421,0,34,34,0,True
51257,704,419,0,30,30,0,True
51256,704,420,0,21,21,0,True
51255,704,278,0,27,27,0,True
51254,704,418,0,23,23,0,True
51253,704,404,0,17,17,0,True
51252,704,376,0,24,24,0,True
51251,704,386,2,12,12,0,True
51250,704,305,0,29,29,0,True
51249,704,405,0,28,28,0,True
51248,704,370,0,22,22,0,True
51247,704,304,5,9,9,0,True
51246,704,417,0,44,44,0,True
51245,704,416,0,43,43,0,True
51244,704,415,0,42,42,0,True
51243,704,293,0,41,41,0,True
51242,704,334,0,40,40,0,True
51241,704,414,0,39,39,0,True
51240,704,413,0,38,38,0,True
51239,704,412,0,37,37,0,True
51238,704,411,0,36,36,0,True
51237,704,410,0,33,33,0,True
51236,704,409,0,32,32,0,True
51235,704,364,5,8,8,0,True
51234,704,340,0,31,31,0,True
51233,704,358,0,19,19,0,True
51232,704,347,0,13,13,0,True
51231,704,383,0,15,15,0,True
51230,704,385,6,6,6,0,True
51229,704,407,0,26,26,0,True
51228,704,368,0,25,25,0,True
51227,704,380,0,14,14,0,True
51226,704,408,0,20,20,0,True
51225,704,362,0,18,18,0,True
51224,704,406,0,16,16,0,True
51223,704,356,3,10,10,0,True
51222,704,346,2,11,11,0,True
51221,704,328,25,3,3,0,True
51220,704,360,8,5,5,0,True
51219,704,374,6,7,7,0,True
51218,704,289,26,2,2,1,True
51217,704,341,17,4,4,0,True
51216,704,373,45,1,1,5,True
51305,705,424,0,33,33,0,True
51304,705,423,0,28,28,0,True
51303,705,422,0,37,37,0,True
51302,705,421,0,36,36,0,True
51301,705,419,0,31,31,0,True
51300,705,420,0,21,21,0,True
51299,705,278,0,27,27,0,True
51298,705,418,0,16,16,0,True
51297,705,404,0,19,19,0,True
51296,705,376,0,24,24,0,True
51295,705,386,2,13,13,0,True
51294,705,305,0,30,30,0,True
51293,705,405,0,29,29,0,True
51292,705,370,0,23,23,0,True
51291,705,304,5,10,10,0,True
51290,705,417,0,46,46,0,True
51289,705,416,0,45,45,0,True
51288,705,415,0,44,44,0,True
51287,705,293,0,43,43,0,True
51286,705,334,0,42,42,0,True
51285,705,414,0,41,41,0,True
51284,705,413,0,40,40,0,True
51283,705,412,0,39,39,0,True
51282,705,411,0,38,38,0,True
51281,705,410,0,35,35,0,True
51280,705,409,0,34,34,0,True
51279,705,364,9,5,5,0,True
51278,705,340,0,32,32,0,True
51277,705,358,3,11,11,0,True
51276,705,347,0,14,14,0,True
51275,705,383,0,17,17,0,True
51274,705,385,7,7,7,0,True
51273,705,407,0,26,26,0,True
51272,705,368,0,25,25,0,True
51271,705,380,0,15,15,0,True
51270,705,408,0,22,22,0,True
51269,705,362,0,20,20,0,True
51268,705,406,0,18,18,0,True
51267,705,356,5,9,9,0,True
51266,705,346,2,12,12,0,True
51265,705,328,25,3,3,0,True
51264,705,360,8,6,6,0,True
51263,705,374,6,8,8,0,True
51262,705,289,30,2,2,1,True
51261,705,341,17,4,4,0,True
51260,705,373,54,1,1,6,True
51355,706,426,0,40,40,0,True
51354,706,394,0,37,37,0,True
51353,706,402,0,34,34,0,True
51352,706,425,0,25,25,0,True
51351,706,424,0,26,26,0,True
51350,706,423,0,30,30,0,True
51349,706,422,0,41,41,0,True
51348,706,421,0,39,39,0,True
51347,706,419,0,33,33,0,True
51346,706,420,0,22,22,0,True
51345,706,278,0,29,29,0,True
51344,706,418,0,17,17,0,True
51343,706,404,0,19,19,0,True
51342,706,376,0,24,24,0,True
51341,706,386,2,13,13,0,True
51340,706,305,0,32,32,0,True
51339,706,405,0,31,31,0,True
51338,706,370,1,14,14,0,True
51337,706,304,5,10,10,0,True
51336,706,417,0,50,50,0,True
51335,706,416,0,49,49,0,True
51334,706,415,0,48,48,0,True
51333,706,293,0,47,47,0,True
51332,706,334,0,46,46,0,True
51331,706,414,0,45,45,0,True
51330,706,413,0,44,44,0,True
51329,706,412,0,43,43,0,True
51328,706,411,0,42,42,0,True
51327,706,410,0,38,38,0,True
51326,706,409,0,36,36,0,True
51325,706,364,13,5,5,0,True
51324,706,340,0,35,35,0,True
51323,706,358,3,11,11,0,True
51322,706,347,0,15,15,0,True
51321,706,383,0,18,18,0,True
51320,706,385,10,6,6,0,True
51319,706,407,0,28,28,0,True
51318,706,368,0,27,27,0,True
51317,706,380,0,16,16,0,True
51316,706,408,0,23,23,0,True
51315,706,362,0,21,21,0,True
51314,706,406,0,20,20,0,True
51313,706,356,5,9,9,0,True
51312,706,346,2,12,12,0,True
51311,706,328,33,3,3,1,True
51310,706,360,10,7,7,0,True
51309,706,374,6,8,8,0,True
51308,706,289,34,2,2,1,True
51307,706,341,17,4,4,0,True
51306,706,373,54,1,1,6,True
51408,707,382,0,27,27,0,True
51407,707,396,0,22,22,0,True
51406,707,345,2,12,12,0,True
51405,707,426,0,43,43,0,True
51404,707,394,0,40,40,0,True
51403,707,402,0,37,37,0,True
51402,707,425,0,28,28,0,True
51401,707,424,0,30,30,0,True
51400,707,423,0,34,34,0,True
51399,707,422,0,44,44,0,True
51398,707,421,0,42,42,0,True
51397,707,419,0,36,36,0,True
51396,707,420,0,24,24,0,True
51395,707,278,0,33,33,0,True
51394,707,418,0,18,18,0,True
51393,707,404,0,20,20,0,True
51392,707,376,0,26,26,0,True
51391,707,386,2,14,14,0,True
51390,707,305,0,35,35,0,True
51389,707,405,0,29,29,0,True
51388,707,370,1,15,15,0,True
51387,707,304,5,10,10,0,True
51386,707,417,0,53,53,0,True
51385,707,416,0,52,52,0,True
51384,707,415,0,51,51,0,True
51383,707,293,0,50,50,0,True
51382,707,334,0,49,49,0,True
51381,707,414,0,48,48,0,True
51380,707,413,0,47,47,0,True
51379,707,412,0,46,46,0,True
51378,707,411,0,45,45,0,True
51377,707,410,0,41,41,0,True
51376,707,409,0,39,39,0,True
51375,707,364,19,4,4,0,True
51374,707,340,0,38,38,0,True
51373,707,358,4,11,11,0,True
51372,707,347,0,16,16,0,True
51371,707,383,0,19,19,0,True
51370,707,385,13,6,6,0,True
51369,707,407,0,32,32,0,True
51368,707,368,0,31,31,0,True
51367,707,380,0,17,17,0,True
51366,707,408,0,25,25,0,True
51365,707,362,0,23,23,0,True
51364,707,406,0,21,21,0,True
51363,707,356,9,8,8,0,True
51362,707,346,2,13,13,0,True
51361,707,328,33,3,3,1,True
51360,707,360,10,7,7,0,True
51359,707,374,6,9,9,0,True
51358,707,289,40,2,2,2,True
51357,707,341,17,5,5,0,True
51356,707,373,54,1,1,6,True
51462,708,375,0,39,39,0,True
51461,708,382,0,27,27,0,True
51460,708,396,0,23,23,0,True
51459,708,345,2,14,14,0,True
51458,708,426,0,44,44,0,True
51457,708,394,0,41,41,0,True
51456,708,402,0,37,37,0,True
51455,708,425,0,29,29,0,True
51454,708,424,0,30,30,0,True
51453,708,423,0,34,34,0,True
51452,708,422,0,45,45,0,True
51451,708,421,0,43,43,0,True
51450,708,419,0,36,36,0,True
51449,708,420,0,25,25,0,True
51448,708,278,0,33,33,0,True
51447,708,418,0,19,19,0,True
51446,708,404,0,21,21,0,True
51445,708,376,0,28,28,0,True
51444,708,386,11,7,7,1,True
51443,708,305,0,35,35,0,True
51442,708,405,2,15,15,0,True
51441,708,370,2,16,16,0,True
51440,708,304,5,11,11,0,True
51439,708,417,0,54,54,0,True
51438,708,416,0,53,53,0,True
51437,708,415,0,52,52,0,True
51436,708,293,0,51,51,0,True
51435,708,334,0,50,50,0,True
51434,708,414,0,49,49,0,True
51433,708,413,0,48,48,0,True
51432,708,412,0,47,47,0,True
51431,708,411,0,46,46,0,True
51430,708,410,0,42,42,0,True
51429,708,409,0,40,40,0,True
51428,708,364,25,4,4,0,True
51427,708,340,0,38,38,0,True
51426,708,358,4,13,13,0,True
51425,708,347,0,17,17,0,True
51424,708,383,0,20,20,0,True
51423,708,385,13,6,6,0,True
51422,708,407,0,32,32,0,True
51421,708,368,0,31,31,0,True
51420,708,380,0,18,18,0,True
51419,708,408,0,26,26,0,True
51418,708,362,0,24,24,0,True
51417,708,406,0,22,22,0,True
51416,708,356,9,10,10,0,True
51415,708,346,5,12,12,0,True
51414,708,328,33,3,3,1,True
51413,708,360,10,9,9,0,True
51412,708,374,10,8,8,0,True
51411,708,289,40,2,2,2,True
51410,708,341,17,5,5,0,True
51409,708,373,54,1,1,6,True
50742,709,408,0,23,23,0,True
50741,709,394,0,22,22,0,True
50740,709,429,0,21,21,0,True
50739,709,404,0,20,20,0,True
50738,709,428,0,19,19,0,True
50737,709,309,0,18,18,0,True
50736,709,278,0,17,17,0,True
50735,709,401,0,16,16,0,True
50734,709,341,0,15,15,0,True
50733,709,360,0,14,14,0,True
50732,709,356,0,13,13,0,True
50731,709,427,0,12,12,0,True
50730,709,364,0,11,11,0,True
50729,709,385,0,10,10,0,True
50728,709,403,0,9,9,0,True
50727,709,346,0,8,8,0,True
50726,709,383,0,7,7,0,True
50725,709,305,1,6,6,0,True
50724,709,347,2,5,5,0,True
50723,709,373,3,4,4,0,True
50722,709,397,4,3,3,0,True
50721,709,386,6,2,2,0,True
50720,709,289,9,1,1,1,True
50766,710,430,0,19,19,0,True
50765,710,408,0,20,20,0,True
50764,710,394,0,14,14,0,True
50763,710,429,0,24,24,0,True
50762,710,404,0,23,23,0,True
50761,710,428,0,22,22,0,True
50760,710,309,0,21,21,0,True
50759,710,278,2,7,7,0,True
50758,710,401,0,18,18,0,True
50757,710,341,6,5,5,0,True
50756,710,360,0,10,10,0,True
50755,710,356,0,17,17,0,True
50754,710,427,0,16,16,0,True
50753,710,364,0,15,15,0,True
50752,710,385,0,13,13,0,True
50751,710,403,0,11,11,0,True
50750,710,346,0,12,12,0,True
50749,710,383,1,8,8,0,True
50748,710,305,1,9,9,0,True
50747,710,347,2,6,6,0,True
50746,710,373,12,1,1,1,True
50745,710,397,8,3,3,0,True
50744,710,386,6,4,4,0,True
50743,710,289,12,2,2,1,True
50790,711,430,0,21,21,0,True
50789,711,408,0,22,22,0,True
50788,711,394,0,15,15,0,True
50787,711,429,0,20,20,0,True
50786,711,404,0,18,18,0,True
50785,711,428,0,24,24,0,True
50784,711,309,0,23,23,0,True
50783,711,278,2,9,9,0,True
50782,711,401,0,13,13,0,True
50781,711,341,6,6,6,0,True
50780,711,360,6,5,5,0,True
50779,711,356,4,7,7,0,True
50778,711,427,0,19,19,0,True
50777,711,364,1,12,12,0,True
50776,711,385,0,17,17,0,True
50775,711,403,0,14,14,0,True
50774,711,346,0,16,16,0,True
50773,711,383,1,10,10,0,True
50772,711,305,1,11,11,0,True
50771,711,347,2,8,8,0,True
50770,711,373,21,1,1,2,True
50769,711,397,8,4,4,0,True
50768,711,386,9,3,3,0,True
50767,711,289,14,2,2,1,True
50814,712,430,0,21,21,0,True
50813,712,408,0,22,22,0,True
50812,712,394,0,15,15,0,True
50811,712,429,0,20,20,0,True
50810,712,404,0,18,18,0,True
50809,712,428,0,24,24,0,True
50808,712,309,0,23,23,0,True
50807,712,278,2,10,10,0,True
50806,712,401,0,14,14,0,True
50805,712,341,6,8,8,0,True
50804,712,360,7,7,7,0,True
50803,712,356,8,6,6,0,True
50802,712,427,0,19,19,0,True
50801,712,364,10,5,5,1,True
50800,712,385,0,17,17,0,True
50799,712,403,0,13,13,0,True
50798,712,346,0,16,16,0,True
50797,712,383,1,11,11,0,True
50796,712,305,1,12,12,0,True
50795,712,347,2,9,9,0,True
50794,712,373,21,1,1,2,True
50793,712,397,11,4,4,0,True
50792,712,386,11,3,3,0,True
50791,712,289,20,2,2,1,True
50843,713,370,0,29,29,0,True
50842,713,380,0,28,28,0,True
50841,713,420,0,26,26,0,True
50840,713,399,0,21,21,0,True
50839,713,374,0,18,18,0,True
50838,713,430,0,25,25,0,True
50837,713,408,0,24,24,0,True
50836,713,394,0,16,16,0,True
50835,713,429,0,22,22,0,True
50834,713,404,0,19,19,0,True
50833,713,428,0,27,27,0,True
50832,713,309,0,23,23,0,True
50831,713,278,2,11,11,0,True
50830,713,401,0,15,15,0,True
50829,713,341,10,7,7,0,True
50828,713,360,7,8,8,0,True
50827,713,356,11,5,5,0,True
50826,713,427,0,20,20,0,True
50825,713,364,10,6,6,1,True
50824,713,385,2,9,9,0,True
50823,713,403,1,13,13,0,True
50822,713,346,0,17,17,0,True
50821,713,383,1,12,12,0,True
50820,713,305,1,14,14,0,True
50819,713,347,2,10,10,0,True
50818,713,373,30,1,1,3,True
50817,713,397,11,4,4,0,True
50816,713,386,11,3,3,0,True
50815,713,289,26,2,2,1,True
50875,714,431,0,28,28,0,True
50874,714,405,0,23,23,0,True
50873,714,423,0,21,21,0,True
50872,714,370,0,32,32,0,True
50871,714,380,0,31,31,0,True
50870,714,420,0,29,29,0,True
50869,714,399,0,25,25,0,True
50868,714,374,0,19,19,0,True
50867,714,430,0,27,27,0,True
50866,714,408,1,17,17,0,True
50865,714,394,0,20,20,0,True
50864,714,429,0,26,26,0,True
50863,714,404,0,22,22,0,True
50862,714,428,0,30,30,0,True
50861,714,309,0,24,24,0,True
50860,714,278,2,12,12,0,True
50859,714,401,0,18,18,0,True
50858,714,341,19,3,3,1,True
50857,714,360,7,8,8,0,True
50856,714,356,11,6,6,0,True
50855,714,427,2,13,13,0,True
50854,714,364,10,7,7,1,True
50853,714,385,6,9,9,0,True
50852,714,403,1,15,15,0,True
50851,714,346,3,10,10,0,True
50850,714,383,1,14,14,0,True
50849,714,305,1,16,16,0,True
50848,714,347,2,11,11,0,True
50847,714,373,30,2,2,3,True
50846,714,397,11,5,5,0,True
50845,714,386,11,4,4,0,True
50844,714,289,32,1,1,1,True
50908,715,358,0,26,26,0,True
50907,715,431,0,29,29,0,True
50906,715,405,0,23,23,0,True
50905,715,423,0,22,22,0,True
50904,715,370,0,33,33,0,True
50903,715,380,0,32,32,0,True
50902,715,420,0,30,30,0,True
50901,715,399,0,25,25,0,True
50900,715,374,0,21,21,0,True
50899,715,430,0,28,28,0,True
50898,715,408,4,11,11,0,True
50897,715,394,0,19,19,0,True
50896,715,429,0,27,27,0,True
50895,715,404,2,14,14,0,True
50894,715,428,0,31,31,0,True
50893,715,309,0,24,24,0,True
50892,715,278,2,15,15,0,True
50891,715,401,0,20,20,0,True
50890,715,341,19,3,3,1,True
50889,715,360,7,9,9,0,True
50888,715,356,11,6,6,0,True
50887,715,427,2,16,16,0,True
50886,715,364,10,8,8,1,True
50885,715,385,15,5,5,1,True
50884,715,403,1,17,17,0,True
50883,715,346,3,12,12,0,True
50882,715,383,5,10,10,0,True
50881,715,305,1,18,18,0,True
50880,715,347,3,13,13,0,True
50879,715,373,30,2,2,3,True
50878,715,397,11,7,7,0,True
50877,715,386,17,4,4,0,True
50876,715,289,32,1,1,1,True
50945,716,340,0,36,36,0,True
50944,716,402,0,34,34,0,True
50943,716,432,0,29,29,0,True
50942,716,375,0,23,23,0,True
50941,716,358,0,27,27,0,True
50940,716,431,0,32,32,0,True
50939,716,405,0,25,25,0,True
50938,716,423,0,22,22,0,True
50937,716,370,0,37,37,0,True
50936,716,380,0,35,35,0,True
50935,716,420,0,31,31,0,True
50934,716,399,0,26,26,0,True
50933,716,374,1,19,19,0,True
50932,716,430,0,30,30,0,True
50931,716,408,4,11,11,0,True
50930,716,394,0,20,20,0,True
50929,716,429,0,28,28,0,True
50928,716,404,4,12,12,0,True
50927,716,428,0,33,33,0,True
50926,716,309,0,24,24,0,True
50925,716,278,2,15,15,0,True
50924,716,401,0,21,21,0,True
50923,716,341,28,3,3,2,True
50922,716,360,13,6,6,0,True
50921,716,356,11,7,7,0,True
50920,716,427,2,16,16,0,True
50919,716,364,10,9,9,1,True
50918,716,385,19,5,5,1,True
50917,716,403,1,17,17,0,True
50916,716,346,3,13,13,0,True
50915,716,383,5,10,10,0,True
50914,716,305,1,18,18,0,True
50913,716,347,3,14,14,0,True
50912,716,373,30,2,2,3,True
50911,716,397,11,8,8,0,True
50910,716,386,20,4,4,0,True
50909,716,289,32,1,1,1,True
50984,717,434,0,29,29,0,True
50983,717,433,2,17,17,0,True
50982,717,340,0,38,38,0,True
50981,717,402,0,36,36,0,True
50980,717,432,0,31,31,0,True
50979,717,375,0,24,24,0,True
50978,717,358,0,28,28,0,True
50977,717,431,0,34,34,0,True
50976,717,405,0,26,26,0,True
50975,717,423,0,23,23,0,True
50974,717,370,0,39,39,0,True
50973,717,380,0,37,37,0,True
50972,717,420,0,33,33,0,True
50971,717,399,0,27,27,0,True
50970,717,374,1,21,21,0,True
50969,717,430,0,32,32,0,True
50968,717,408,4,12,12,0,True
50967,717,394,0,22,22,0,True
50966,717,429,0,30,30,0,True
50965,717,404,4,13,13,0,True
50964,717,428,0,35,35,0,True
50963,717,309,0,25,25,0,True
50962,717,278,2,15,15,0,True
50961,717,401,1,19,19,0,True
50960,717,341,34,2,2,2,True
50959,717,360,13,6,6,0,True
50958,717,356,11,7,7,0,True
50957,717,427,2,16,16,0,True
50956,717,364,10,9,9,1,True
50955,717,385,19,5,5,1,True
50954,717,403,1,18,18,0,True
50953,717,346,7,10,10,0,True
50952,717,383,5,11,11,0,True
50951,717,305,1,20,20,0,True
50950,717,347,3,14,14,0,True
50949,717,373,30,3,3,3,True
50948,717,397,11,8,8,0,True
50947,717,386,23,4,4,0,True
50946,717,289,39,1,1,2,True
51025,718,382,0,26,26,0,True
51024,718,345,1,22,22,0,True
51023,718,434,0,28,28,0,True
51022,718,433,2,18,18,0,True
51021,718,340,0,40,40,0,True
51020,718,402,0,38,38,0,True
51019,718,432,0,33,33,0,True
51018,718,375,0,25,25,0,True
51017,718,358,0,31,31,0,True
51016,718,431,0,36,36,0,True
51015,718,405,0,29,29,0,True
51014,718,423,0,24,24,0,True
51013,718,370,0,41,41,0,True
51012,718,380,0,39,39,0,True
51011,718,420,0,35,35,0,True
51010,718,399,0,30,30,0,True
51009,718,374,4,12,12,0,True
51008,718,430,0,34,34,0,True
51007,718,408,4,13,13,0,True
51006,718,394,0,23,23,0,True
51005,718,429,0,32,32,0,True
51004,718,404,4,14,14,0,True
51003,718,428,0,37,37,0,True
51002,718,309,0,27,27,0,True
51001,718,278,2,16,16,0,True
51000,718,401,1,20,20,0,True
50999,718,341,40,1,1,2,True
50998,718,360,13,7,7,0,True
50997,718,356,11,8,8,0,True
50996,718,427,2,17,17,0,True
50995,718,364,19,6,6,2,True
50994,718,385,23,4,4,1,True
50993,718,403,1,19,19,0,True
50992,718,346,7,10,10,0,True
50991,718,383,5,11,11,0,True
50990,718,305,1,21,21,0,True
50989,718,347,3,15,15,0,True
50988,718,373,32,3,3,3,True
50987,718,397,11,9,9,0,True
50986,718,386,23,5,5,0,True
50985,718,289,39,2,2,2,True
63373,719,430,0,25,25,0,True
63372,719,385,0,24,24,0,True
63371,719,439,0,23,23,0,True
63370,719,438,0,22,22,0,True
63369,719,437,0,21,21,0,True
63368,719,436,0,20,20,0,True
63367,719,394,0,19,19,0,True
63366,719,403,0,18,18,0,True
63365,719,428,0,17,17,0,True
63364,719,278,0,16,16,0,True
63363,719,346,0,15,15,0,True
63362,719,440,0,14,14,0,True
63361,719,364,0,13,13,0,True
63360,719,427,0,12,12,0,True
63359,719,435,0,11,11,0,True
63358,719,404,0,10,10,0,True
63357,719,356,0,9,9,0,True
63356,719,373,0,8,8,0,True
63355,719,347,0,7,7,0,True
63354,719,401,1,6,6,0,True
63353,719,408,2,5,5,0,True
63352,719,341,3,4,4,0,True
63351,719,360,4,3,3,0,True
63350,719,386,6,2,2,0,True
63349,719,289,9,1,1,1,True
63401,720,375,0,26,26,0,True
63400,720,397,0,25,25,0,True
63378,720,408,2,8,8,0,True
63380,720,347,2,7,7,0,True
63399,720,376,0,15,15,0,True
63398,720,430,1,10,10,0,True
63397,720,385,0,27,27,0,True
63395,720,438,0,11,11,0,True
63394,720,437,0,24,24,0,True
63393,720,436,0,23,23,0,True
63392,720,394,0,22,22,0,True
63391,720,403,0,19,19,0,True
63390,720,428,0,21,21,0,True
63389,720,278,0,20,20,0,True
63388,720,346,0,18,18,0,True
63387,720,440,0,16,16,0,True
63386,720,364,4,5,5,0,True
63385,720,427,0,17,17,0,True
63384,720,435,0,14,14,0,True
63383,720,404,0,13,13,0,True
63382,720,356,0,12,12,0,True
63381,720,373,9,2,2,1,True
63379,720,401,1,9,9,0,True
63430,721,423,0,24,24,0,True
63429,721,375,1,12,12,0,True
63428,721,397,0,27,27,0,True
63427,721,376,0,18,18,0,True
63426,721,430,1,10,10,0,True
63425,721,385,0,28,28,0,True
63424,721,439,0,29,29,0,True
63423,721,438,0,15,15,0,True
63422,721,437,0,26,26,0,True
63421,721,436,0,25,25,0,True
63420,721,394,0,22,22,0,True
63419,721,403,0,21,21,0,True
63418,721,428,0,23,23,0,True
63417,721,278,0,20,20,0,True
63416,721,346,0,13,13,0,True
63415,721,440,0,14,14,0,True
63414,721,364,10,3,3,0,True
63413,721,427,0,19,19,0,True
63412,721,435,0,17,17,0,True
63406,721,408,2,9,9,0,True
63402,721,289,9,5,5,1,True
63403,721,386,11,2,2,0,True
63460,722,418,0,24,24,0,True
63459,722,423,0,26,26,0,True
63457,722,397,0,29,29,0,True
63458,722,375,1,14,14,0,True
63439,722,356,3,9,9,0,True
63456,722,376,0,21,21,0,True
63455,722,430,1,12,12,0,True
63454,722,385,0,19,19,0,True
63453,722,439,0,30,30,0,True
63452,722,438,0,18,18,0,True
63451,722,437,0,28,28,0,True
63450,722,436,0,27,27,0,True
63449,722,394,0,23,23,0,True
63448,722,403,0,22,22,0,True
63447,722,428,0,25,25,0,True
63446,722,278,0,15,15,0,True
63445,722,346,1,11,11,0,True
63444,722,440,0,16,16,0,True
63443,722,364,12,2,2,0,True
63442,722,427,0,17,17,0,True
63440,722,404,3,8,8,0,True
63438,722,373,27,1,1,3,True
63437,722,347,2,10,10,0,True
63468,723,373,36,1,1,4,True
63469,723,356,3,9,9,0,True
63470,723,404,3,8,8,0,True
63471,723,435,0,24,24,0,True
63472,723,427,0,18,18,0,True
63473,723,364,12,5,5,0,True
